sample_id,region,modality,mean_fg_iou,pixel_accuracy,object_precision,object_recall,object_f1,weighted_competition_f1,num_pred_objects,num_gt_objects
000185,008_СЕЛЯНЕ,Li,0.34358417987823486,0.6089019775390625,0.49999987500003124,0.99999950000025,0.6666660000003334,0.4664261921467746,4,2
000303,010_НОВЕНЬКОЕ,Li,0.23866558074951172,0.2242889404296875,0.799999840000032,0.44444439506173394,0.5714280306126139,0.37961592733831934,5,9
002455,054_КУРМЕНТУ,SpOr,0.1449386477470398,0.9331817626953125,0.49999987500003124,0.99999950000025,0.6666660000003334,0.3333330000001667,4,2
001681,032_ПРИМАКИ_1.3км,Li,0.6756213903427124,0.9334869384765625,0.9999990000010001,0.9999990000010001,0.9999985000012501,0.3333328333337501,1,1
002459,054_КУРМЕНТУ,SpOr,0.19613787531852722,0.91400146484375,0.499999750000125,0.9999990000010001,0.6666657777782964,0.3333328333337501,2,1
000443,018_СЕМИБРАТНЕЕ_1,Li,0.8534648418426514,0.9743804931640625,0.9999990000010001,0.9999990000010001,0.9999985000012501,0.3333328333337501,1,1
000526,024_УСТЬ-РЕКА,Li,0.0020168519113212824,0.8271636962890625,0.499999750000125,0.9999990000010001,0.6666657777782964,0.3333328333337501,2,1
001684,032_ПРИМАКИ_1.3км,SpOr,0.3312624394893646,0.94708251953125,0.9999990000010001,0.499999750000125,0.6666657777782964,0.3333328333337501,1,2
001683,032_ПРИМАКИ_1.3км,Li,0.8958891034126282,0.9833831787109375,0.9999990000010001,0.9999990000010001,0.9999985000012501,0.3333328333337501,1,1
000507,021_НОВОТИТАРОВСКАЯ,Li,0.6945816874504089,0.9452972412109375,0.9999990000010001,0.9999990000010001,0.9999985000012501,0.3333328333337501,1,1
