sample_id,region,modality,final_iou,final_object_f1
000546,025_ШУМГОРА,Li,0.9193811383716962,0.9999985000012501
000443,018_СЕМИБРАТНЕЕ_1,Li,0.8009537190786392,0.9999985000012501
000065,006_МОСКОВИТЫ,Ae,0.7567612968251302,0.9999985000012501
000007,005_ЛУБНО,Li,0.730722525804493,0.9999985000012501
000180,008_СЕЛЯНЕ,Li,0.7924772722015314,0.6666657777782964
